Area,Extent,Solidity,roundness,ShapeFactor2,ShapeFactor4,target
156513,0.791232957,0.991354084,0.873612744,0.000848689,0.992274245,0
156593,0.802588284,0.991923632,0.899768988,0.000911938,0.996333336,0
156645,0.776065793,0.987523956,0.869299467,0.000846521,0.993411987,0
156910,0.765541602,0.991620112,0.89961354,0.000985931,0.994853807,0
156974,0.689189782,0.989972503,0.908230007,0.000939109,0.989327952,0
157119,0.773870857,0.991875308,0.897602866,0.001055348,0.994780574,0
157128,0.811301465,0.989240542,0.838036814,0.000772669,0.991706404,0
157188,0.802651198,0.990628643,0.860257696,0.000775472,0.993845121,0
157309,0.801309121,0.982573283,0.862082377,0.000843896,0.988192859,0
157321,0.803330338,0.979253551,0.810039244,0.000776179,0.984654902,0
157579,0.710932953,0.985176618,0.865805297,0.000902147,0.990638791,0
157613,0.770723716,0.992800272,0.915409734,0.001145834,0.996985665,0
157916,0.76832057,0.989213095,0.872179411,0.000832751,0.997464793,0
158001,0.779620456,0.991515692,0.890504388,0.000935881,0.99690956,0
158083,0.77128708,0.988377037,0.873298597,0.000799819,0.992422163,0
158140,0.829286711,0.982297037,0.811382599,0.001022559,0.991303812,0
158438,0.722231086,0.990181802,0.853309887,0.000859355,0.992093556,0
158935,0.706377778,0.990347947,0.88263294,0.000972682,0.992576023,0
159048,0.797352985,0.987618137,0.875261589,0.000886487,0.990153727,0
159120,0.732232592,0.985110664,0.856943708,0.000806336,0.989711734,0
159200,0.80306699,0.982140103,0.845915987,0.000825812,0.990611558,0
159247,0.780163629,0.986966222,0.864010783,0.000957103,0.996952439,0
159369,0.809086478,0.99068796,0.877662214,0.000859874,0.992520177,0
159402,0.781190885,0.987504569,0.880750993,0.00107261,0.997763825,0
159596,0.765492498,0.990289214,0.880309238,0.001033424,0.996999792,0
159638,0.762905615,0.989236251,0.888842298,0.000901331,0.995343968,0
159689,0.779761905,0.986130237,0.847276423,0.000877914,0.989977866,0
159694,0.813312962,0.994049175,0.878269032,0.000865161,0.99530937,0
159806,0.772009662,0.972440442,0.825181141,0.000739562,0.977032881,0
160141,0.793393875,0.983389214,0.857601612,0.000910915,0.991667895,0
160250,0.819035353,0.990132656,0.881885687,0.000948402,0.997526497,0
160273,0.808871326,0.980185062,0.838286098,0.00074543,0.991436279,0
160359,0.757296271,0.989247511,0.900297453,0.001052197,0.99509632,0
160568,0.805809408,0.985599764,0.890299624,0.001004738,0.990591361,0
160641,0.778638941,0.991947884,0.879623071,0.000992942,0.996222119,0
160687,0.788833688,0.987791459,0.88109011,0.000824432,0.992021995,0
161008,0.814059782,0.987664015,0.903947151,0.001245762,0.994126429,0
161473,0.800064412,0.984765599,0.837785098,0.000728149,0.990222084,0
161534,0.792175056,0.989227952,0.864722799,0.000834116,0.995139719,0
161579,0.801960492,0.991434269,0.899049777,0.000926985,0.998643675,0
161603,0.826351745,0.986135774,0.863305066,0.00084788,0.987795231,0
162012,0.852268603,0.991608674,0.871830175,0.000793095,0.990567095,0
162019,0.715631625,0.986927786,0.82056441,0.000762632,0.987063281,0
162230,0.782834863,0.99241451,0.923008722,0.001011009,0.995491698,0
162310,0.796883362,0.977912469,0.822826801,0.000768561,0.984212985,0
162374,0.787153384,0.987027986,0.840784225,0.000828017,0.995446531,0
162493,0.72670638,0.992705591,0.886724766,0.000994555,0.997142587,0
162787,0.814061179,0.983535937,0.828878808,0.000741469,0.990016431,0
162820,0.73386308,0.991124801,0.879754323,0.000969983,0.9964459,0
162866,0.811566616,0.990699231,0.888011038,0.000869309,0.996720568,0
163117,0.731154889,0.987438859,0.882517238,0.000927932,0.997024115,0
163329,0.731066371,0.986858324,0.862778685,0.000829293,0.991348625,0
163401,0.687674127,0.979135083,0.839419123,0.000869778,0.988203872,0
163479,0.810972101,0.990169713,0.843881036,0.000730054,0.995988064,0
163558,0.799528763,0.992475637,0.88393781,0.000861362,0.995490556,0
163850,0.781488477,0.983806373,0.88467562,0.000940236,0.989595052,0
164103,0.727658499,0.987115402,0.845887287,0.000798466,0.993680312,0
164154,0.748809415,0.989791796,0.87802022,0.000801593,0.993528294,0
164201,0.806868661,0.987799963,0.847374461,0.000883796,0.994735379,0
164326,0.842464138,0.990404899,0.879672361,0.00086128,0.9920436,0
164455,0.700840386,0.989828162,0.87528031,0.000928818,0.996280459,0
164498,0.793909266,0.973424306,0.816364993,0.000701038,0.983090713,0
164571,0.774477277,0.985691184,0.859266569,0.00080757,0.988533581,0
164596,0.816059813,0.990313226,0.85992471,0.00082672,0.995243287,0
164670,0.824574493,0.983192525,0.818278589,0.000649719,0.982419124,0
164698,0.813894188,0.98951593,0.865313797,0.000889587,0.997013789,0
164719,0.818308726,0.990534779,0.876994717,0.000875924,0.99059987,0
164968,0.786258305,0.989111665,0.861207281,0.000864077,0.993346553,0
164981,0.793868703,0.984584994,0.872818824,0.000965465,0.988789239,0
164983,0.795014504,0.985950255,0.884772153,0.00087814,0.990858303,0
165004,0.699228748,0.967118759,0.827051171,0.000734572,0.979385716,0
165330,0.776744186,0.984564262,0.875744469,0.000871769,0.993301332,0
165366,0.85841985,0.983115941,0.846544955,0.00079677,0.987299158,0
165397,0.803990861,0.991999088,0.877931501,0.000886817,0.995417255,0
165817,0.736846549,0.980220261,0.852625174,0.000758221,0.985852891,0
165855,0.784889499,0.989411203,0.88042323,0.000858445,0.993645905,0
165950,0.743243848,0.989800787,0.843347118,0.000786949,0.994205324,0
166007,0.77451758,0.989886883,0.897790183,0.000901109,0.994406328,0
166208,0.758982227,0.99204966,0.890539746,0.000922085,0.993359376,0
166256,0.696476897,0.982020083,0.839848572,0.000779253,0.983428718,0
166265,0.75575,0.992502433,0.895192324,0.000904597,0.995413056,0
166343,0.783708911,0.987896497,0.864069415,0.00083436,0.992562551,0
166458,0.761183997,0.974955193,0.841509108,0.000807219,0.982735685,0
166639,0.768063237,0.977561245,0.831856339,0.000846797,0.992713384,0
166654,0.726731205,0.988809778,0.895347005,0.000887636,0.994685265,0
166686,0.825832342,0.990215822,0.857570728,0.000769412,0.992346829,0
166757,0.743660753,0.982559201,0.854660484,0.00081844,0.991253228,0
166862,0.837849916,0.990014536,0.87843075,0.000853764,0.992815074,0
167124,0.748729896,0.991304348,0.902873663,0.001078753,0.996581251,0
167176,0.659294548,0.984221929,0.826650928,0.000718106,0.985571508,0
167321,0.777333333,0.97912095,0.844262532,0.00082178,0.983588269,0
167563,0.819703648,0.986901235,0.864960487,0.000872887,0.992164955,0
168165,0.813523163,0.987034407,0.837414386,0.000723481,0.993338833,0
168226,0.765896033,0.978974505,0.860310436,0.000923033,0.983510263,0
168313,0.798115587,0.991528769,0.90772401,0.001156351,0.997685924,0
168315,0.786459891,0.98011984,0.821566944,0.000663591,0.980924163,0
168344,0.778606183,0.986643067,0.879808881,0.000874014,0.991192673,0
168405,0.756138957,0.986989011,0.884745539,0.000844075,0.991676479,0
168514,0.823023199,0.989018986,0.884160718,0.000924264,0.99284256,0
168532,0.788730549,0.991802266,0.893752947,0.0008921,0.99253519,0
168684,0.770021546,0.99339246,0.899700823,0.000848897,0.998404118,0
168736,0.746916914,0.993429574,0.875944485,0.000876183,0.9975786,0
168744,0.73513344,0.991142542,0.856445518,0.000772066,0.996796345,0
168972,0.82385178,0.987764885,0.824549773,0.000724029,0.988427828,0
169004,0.736035259,0.991126984,0.887875269,0.000930018,0.997195248,0
169030,0.782437624,0.988543123,0.860781975,0.000836023,0.995825675,0
169095,0.78006643,0.987127846,0.908665626,0.001029357,0.997216696,0
169128,0.770669291,0.987297436,0.86000277,0.000773148,0.990252572,0
169165,0.683992399,0.988581046,0.849854618,0.000815949,0.993291932,0
169310,0.750827058,0.985575244,0.894141166,0.000881914,0.991774189,0
169361,0.799472246,0.989512492,0.829177073,0.000837022,0.994364073,0
169410,0.746181222,0.983940758,0.867212764,0.000898357,0.989738619,0
169553,0.781537511,0.988359079,0.845609688,0.000693503,0.98997461,0
169559,0.736655747,0.983983194,0.858139183,0.000819685,0.991604125,0
169969,0.745631775,0.986660243,0.842373509,0.000781606,0.989907021,0
170021,0.791959345,0.990983167,0.882327083,0.000857083,0.993585828,0
170067,0.785383763,0.9899415,0.894858322,0.001024516,0.993185283,0
170146,0.811022346,0.981924999,0.83534005,0.000745661,0.991643352,0
170186,0.777701616,0.976145,0.832765997,0.00086554,0.977162679,0
170292,0.806039665,0.99177077,0.889730259,0.000852212,0.995609682,0
170598,0.685226095,0.989191822,0.816562033,0.000735554,0.989060359,0
170659,0.797062258,0.99049316,0.885939714,0.00091159,0.995551916,0
170711,0.793340459,0.990105384,0.875362575,0.00082013,0.994253838,0
170723,0.796297506,0.987346091,0.838972905,0.000712845,0.99113989,0
170889,0.819564342,0.984411993,0.838189213,0.000808403,0.990909195,0
171028,0.788961878,0.990846311,0.890804933,0.000952677,0.995559231,0
171035,0.787744105,0.973249647,0.807507914,0.000737988,0.981637198,0
171055,0.816803553,0.989386315,0.894008395,0.000868538,0.993882946,0
171116,0.673960992,0.979002895,0.841865241,0.000740251,0.980683621,0
171217,0.786445271,0.986699323,0.841125944,0.000783152,0.997749159,0
171230,0.784634489,0.990667832,0.886892846,0.000905543,0.994837431,0
171308,0.786621177,0.98551425,0.849088566,0.000779679,0.9947608,0
171423,0.768265137,0.99072977,0.899758534,0.000949035,0.996253224,0
171566,0.828037221,0.991710983,0.891916973,0.000900877,0.99486138,0
171620,0.790263759,0.98239227,0.860304977,0.000945885,0.989943885,0
171708,0.735067103,0.993657554,0.915649608,0.001019849,0.996472245,0
171799,0.802139362,0.990344374,0.906822498,0.000977357,0.995912983,0
171896,0.818614752,0.988402247,0.881637182,0.000961221,0.991689406,0
171914,0.815980331,0.984204771,0.848460607,0.00080173,0.99278783,0
171994,0.783425419,0.99237804,0.918015352,0.00093665,0.99464495,0
172005,0.737807232,0.990937792,0.892556551,0.00079906,0.99515555,0
172351,0.83275433,0.990927332,0.857955933,0.000792303,0.992008485,0
172359,0.757455504,0.991543413,0.906786924,0.000936262,0.995953383,0
172546,0.750382702,0.990584777,0.874593531,0.000810328,0.991729378,0
172746,0.79651967,0.979830064,0.848042327,0.000792827,0.989403427,0
172941,0.721399074,0.983899506,0.812649731,0.000650125,0.984656495,0
172967,0.746432193,0.984994476,0.849835692,0.000783125,0.984183735,0
173108,0.761168566,0.987862014,0.858938939,0.000921771,0.989455921,0
173366,0.776228598,0.989876612,0.875502988,0.00085837,0.993248366,0
173392,0.839040914,0.988732266,0.842666032,0.000726669,0.993998465,0
173520,0.807009711,0.986239705,0.863581657,0.000848926,0.994158382,0
173809,0.818340615,0.98991343,0.899600443,0.000949029,0.99540796,0
173967,0.72534304,0.985492386,0.84806486,0.000785833,0.98958116,0
174024,0.7483487,0.991883635,0.894811541,0.000889589,0.996914117,0
174090,0.815104411,0.98493935,0.833867079,0.000727642,0.98419806,0
174091,0.750871245,0.984555089,0.867410103,0.000870813,0.989131273,0
174325,0.766075164,0.984203068,0.837169313,0.000774912,0.987199669,0
174465,0.808262143,0.989585992,0.880245893,0.000781286,0.994963272,0
174621,0.766365599,0.98636985,0.866554056,0.000847844,0.99076321,0
174668,0.754880394,0.978554141,0.838264019,0.000692701,0.987366083,0
174927,0.720575877,0.986538006,0.842663986,0.000669695,0.991545422,0
175054,0.768168155,0.987092809,0.838351999,0.000780144,0.991100052,0
175144,0.821994443,0.990135056,0.876148722,0.000804099,0.993725576,0
175276,0.789343085,0.989622503,0.865077202,0.000777045,0.994165812,0
175387,0.797228131,0.991514405,0.874020427,0.000798996,0.994576791,0
175512,0.78507432,0.988916999,0.854111666,0.000803022,0.990649864,0
175545,0.730831519,0.987678285,0.842688489,0.000706894,0.991672581,0
175717,0.802206883,0.984811716,0.877988898,0.000839698,0.990851002,0
175738,0.744810341,0.986787654,0.892913061,0.000920579,0.98864036,0
175822,0.732494001,0.983570058,0.872064569,0.00078968,0.986875297,0
175965,0.807641997,0.993770755,0.898094799,0.000866417,0.997709923,0
176119,0.685048038,0.991499136,0.850197038,0.000767551,0.990992491,0
176276,0.800454091,0.988293602,0.848106647,0.0007355,0.988520484,0
176352,0.764090121,0.97750679,0.83806994,0.00086353,0.986936171,0
176478,0.819531903,0.991956562,0.887104165,0.00083404,0.994167848,0
176492,0.752711376,0.990120783,0.873757712,0.000870285,0.997323585,0
176521,0.744814346,0.97419921,0.829195275,0.000737958,0.981497139,0
176570,0.802714965,0.990836293,0.865613546,0.00077603,0.99617481,0
176818,0.730701203,0.988008762,0.833163929,0.000663108,0.988580678,0
176826,0.809576134,0.984192891,0.833677343,0.000673619,0.990651145,0
176920,0.717882547,0.981569224,0.826401433,0.000717694,0.989930584,0
176994,0.746344055,0.985001864,0.819204055,0.000743616,0.989075263,0
177711,0.747658715,0.988222144,0.864111531,0.000790754,0.991841439,0
177713,0.767758241,0.986330033,0.854907196,0.000817518,0.991897828,0
177893,0.717889427,0.978557794,0.859577917,0.000780366,0.985006043,0
177906,0.790001643,0.984140331,0.833768087,0.000717225,0.98667687,0
178043,0.816112028,0.981856584,0.835976722,0.000701977,0.988338762,0
178177,0.724046569,0.983316777,0.864015308,0.000853348,0.992430989,0
178200,0.757266701,0.985150869,0.881845931,0.000922739,0.991401695,0
178573,0.664534328,0.97217504,0.839631962,0.000749688,0.982633384,0
178603,0.812156681,0.991429222,0.861483347,0.000808452,0.996832548,0
178848,0.803211986,0.99027707,0.831697417,0.000649702,0.995591513,0
179122,0.799352029,0.990647796,0.834288599,0.000754848,0.995935638,0
179166,0.765614317,0.989222496,0.886893435,0.000898946,0.9943328,0
179180,0.800911854,0.986255828,0.852907069,0.000752563,0.988099115,0
179387,0.822261337,0.990273201,0.861556557,0.000746749,0.992377368,0
179474,0.788065338,0.975486999,0.822572417,0.000785073,0.989516363,0
179496,0.781402638,0.988898744,0.874375223,0.000853774,0.995675032,0
179725,0.79726121,0.989882244,0.890658652,0.000868278,0.994627797,0
179759,0.776483344,0.987193217,0.816277201,0.000694543,0.990684375,0
180012,0.801132191,0.990083326,0.84533867,0.000724577,0.99807264,0
180028,0.674610848,0.982347773,0.850618193,0.000735187,0.986386066,0
180089,0.715274689,0.990539522,0.872130461,0.000796593,0.996512625,0
180097,0.733963387,0.986686901,0.853192343,0.000812698,0.992104039,0
180261,0.774716349,0.986596245,0.890937708,0.000933188,0.989241432,0
180547,0.834413244,0.989705358,0.833459246,0.000632016,0.991883952,0
180805,0.737714617,0.978514409,0.853806683,0.000717919,0.98543967,0
180948,0.7398013,0.991789351,0.912682244,0.000969002,0.997153192,0
181020,0.784145549,0.990446801,0.895893267,0.000859811,0.996473263,0
181118,0.770472277,0.973888823,0.831864671,0.000716259,0.984658592,0
181168,0.752708901,0.97289692,0.813854253,0.000650549,0.980664533,0
181181,0.768292321,0.989416718,0.887859041,0.000947863,0.992831736,0
181460,0.817188612,0.982420807,0.824592115,0.000673352,0.993042677,0
181748,0.820354957,0.991176118,0.889662836,0.000896127,0.994652706,0
181822,0.766269671,0.991422885,0.888905151,0.000934233,0.993872793,0
181877,0.788400935,0.990604678,0.896219223,0.000856185,0.995311346,0
181985,0.771816208,0.988850068,0.868510099,0.000852413,0.992408388,0
181992,0.808117049,0.986556225,0.851080651,0.000684674,0.990822639,0
182090,0.770881842,0.99025462,0.870463257,0.000774959,0.990382622,0
182178,0.796302124,0.990210839,0.834916083,0.000708418,0.99027682,0
182361,0.827034014,0.987988818,0.857674622,0.000809583,0.99051235,0
182494,0.745603857,0.964693693,0.83898882,0.000787345,0.977400902,0
182755,0.824029903,0.98959264,0.864197102,0.000778812,0.993800638,0
182835,0.813619737,0.989693568,0.883657075,0.000972939,0.994402192,0
182940,0.792689268,0.986550471,0.858566817,0.000751854,0.991179087,0
182972,0.832504493,0.987154241,0.85413727,0.000902471,0.994069291,0
182976,0.793546708,0.991594726,0.872331896,0.000777122,0.991855457,0
183019,0.716751846,0.989880469,0.853272521,0.000750986,0.992309405,0
183093,0.775817797,0.98878862,0.869812822,0.000820171,0.993441171,0
183153,0.768578395,0.988274716,0.869443412,0.000812316,0.994890745,0
183243,0.783571942,0.97896677,0.841808896,0.000764854,0.98737994,0
183410,0.754252204,0.990976875,0.86127782,0.000790593,0.989013968,0
183422,0.789931094,0.984213689,0.857542001,0.00076388,0.987706826,0
183483,0.763253132,0.977023184,0.827180091,0.000719637,0.98269428,0
183612,0.797979974,0.992089736,0.889936117,0.000892621,0.997754602,0
183754,0.822621947,0.991726349,0.868294595,0.000750724,0.994556272,0
183825,0.797851563,0.993025995,0.908672401,0.00093139,0.998102439,0
183924,0.76097561,0.990617561,0.876943276,0.000731673,0.994351582,0
184018,0.827895551,0.987825172,0.845629945,0.000743579,0.992061073,0
184172,0.809931748,0.986052887,0.868197548,0.000727287,0.991444152,0
184245,0.725508263,0.970195624,0.829066299,0.000769525,0.980917253,0
184246,0.754945667,0.989622834,0.858710583,0.00068161,0.993460088,0
184259,0.815168246,0.987200506,0.856093443,0.000743344,0.9892116,0
184362,0.785093771,0.981364079,0.847877168,0.000789845,0.991523384,0
184398,0.812054114,0.985916848,0.878867617,0.00079713,0.991756943,0
184491,0.766795511,0.982129168,0.845073453,0.000779236,0.991008698,0
184715,0.798733028,0.986651639,0.838177431,0.000692114,0.991100265,0
184827,0.791838571,0.988495973,0.899053865,0.000856353,0.997098405,0
184936,0.749362821,0.991210016,0.883157289,0.000769933,0.995886931,0
185104,0.796639639,0.988523548,0.900029419,0.000907007,0.994358823,0
185149,0.83314134,0.992548475,0.856889603,0.000689678,0.991438062,0
185350,0.82800243,0.987590514,0.864044338,0.000838437,0.99327155,0
185677,0.767399858,0.990103075,0.897041077,0.000939494,0.993024444,0
185896,0.806693224,0.990832338,0.855265176,0.000787177,0.987751364,0
185950,0.813920915,0.986205324,0.86682129,0.000769315,0.992251175,0
186003,0.778470205,0.992381196,0.848202424,0.000732271,0.999147579,0
186103,0.797664052,0.983443954,0.863084757,0.00077309,0.989676023,0
186401,0.773047175,0.973688609,0.758416829,0.000613563,0.981334328,0
186431,0.814002532,0.981598096,0.832909174,0.000701717,0.984426296,0
186439,0.848622642,0.989748898,0.846810301,0.000753443,0.988019504,0
186509,0.844016146,0.984117687,0.838320523,0.000661587,0.989202152,0
186519,0.833016239,0.987724863,0.891838066,0.000939177,0.991458985,0
186542,0.765385294,0.987052156,0.845613879,0.000765366,0.990384901,0
186618,0.802865256,0.990120968,0.871267726,0.000822708,0.99432218,0
186765,0.808044754,0.989850541,0.863628422,0.000726412,0.99057404,0
187129,0.773110181,0.989854375,0.917609326,0.000977321,0.993077015,0
187588,0.716110462,0.987565149,0.861303973,0.000898863,0.992080089,0
187645,0.796641831,0.988500116,0.863248202,0.000748333,0.99369964,0
187761,0.816710816,0.976894101,0.851282885,0.000806928,0.987082142,0
187777,0.821206158,0.9883,0.841607213,0.000721553,0.993472364,0
188247,0.727547132,0.969086547,0.826333154,0.000642471,0.980580479,0
188362,0.810619362,0.986105876,0.861094606,0.000719139,0.992095992,0
188557,0.73357065,0.990507659,0.871500369,0.000789498,0.991702404,0
188888,0.778823238,0.987623853,0.866585491,0.000754695,0.991515624,0
188980,0.645608713,0.980074888,0.82529774,0.000688132,0.987854406,0
189236,0.69624277,0.986287376,0.863970397,0.000806755,0.991001449,0
189378,0.736885112,0.968110993,0.808532898,0.000686252,0.978746961,0
189503,0.796686342,0.989267014,0.846862028,0.000686263,0.992761587,0
190062,0.763718336,0.991693364,0.872567264,0.000754648,0.996221137,0
190130,0.81492435,0.99093136,0.874036032,0.000753161,0.994140945,0
190239,0.790134071,0.989822836,0.868813582,0.000816396,0.997732301,0
190505,0.781703289,0.989276627,0.834529569,0.000699948,0.994593403,0
190600,0.780316057,0.987677352,0.868541677,0.000800253,0.991389336,0
190728,0.83665475,0.991428289,0.833073875,0.000645675,0.988324866,0
190919,0.777129669,0.991462534,0.905691301,0.000897741,0.996177415,0
191042,0.775250988,0.987603391,0.853021179,0.000767497,0.992866646,0
191093,0.767047462,0.984381198,0.843964868,0.000743794,0.990297221,0
191366,0.784119778,0.989841204,0.850165002,0.000720179,0.988529534,0
191369,0.824894824,0.983588779,0.848800992,0.000695373,0.982210039,0
191554,0.712504557,0.990106891,0.850292266,0.00074672,0.994597514,0
191584,0.771318719,0.990272193,0.901014467,0.000978697,0.997825771,0
191756,0.66201287,0.990900024,0.834642506,0.00066701,0.99176836,0
192018,0.81848756,0.992551393,0.867688549,0.000741077,0.995630536,0
192106,0.814008475,0.985912312,0.854972855,0.000866462,0.991816257,0
192239,0.820272231,0.98920432,0.808010806,0.00061525,0.990601614,0
192812,0.814955704,0.99009962,0.859678711,0.000686615,0.991197433,0
193432,0.788032363,0.987406776,0.858708166,0.000741409,0.994095108,0
193584,0.800595533,0.980758124,0.848362069,0.000748796,0.990571008,0
193700,0.810477207,0.990372374,0.906873665,0.001002149,0.992073409,0
194219,0.820812449,0.984533888,0.849291184,0.000741347,0.985520083,0
194330,0.717082225,0.991196393,0.873139066,0.000784417,0.995136668,0
195076,0.796257822,0.991093792,0.8770593,0.000780693,0.993039073,0
195106,0.791049375,0.988664407,0.901913894,0.000819284,0.991997763,0
195332,0.75880662,0.982239118,0.857443761,0.0008005,0.989259279,0
195455,0.759024962,0.985141354,0.833708195,0.000767597,0.9892591,0
196076,0.803965787,0.983848064,0.860623204,0.000743415,0.990280225,0
196157,0.804502428,0.98813176,0.867358192,0.000737657,0.994319997,0
196212,0.838269221,0.983168897,0.807776013,0.000616546,0.988918224,0
196264,0.834455782,0.991202287,0.886318231,0.000792344,0.99275217,0
196411,0.766673433,0.992250373,0.867048851,0.000699451,0.994315947,0
197245,0.802082825,0.982408344,0.855002023,0.000745151,0.987506628,0
197598,0.840263308,0.99051085,0.871668742,0.000747869,0.992121238,0
198209,0.786762196,0.988144795,0.890728542,0.000843305,0.99218223,0
198281,0.708956665,0.9835611,0.837182461,0.000719725,0.988568512,0
198323,0.738922111,0.98534329,0.872984246,0.000733888,0.992913394,0
198671,0.792427167,0.987754432,0.877471703,0.00082055,0.989641414,0
198796,0.825324864,0.982640331,0.825919899,0.000606765,0.984973672,0
198997,0.759298687,0.987543857,0.848444739,0.000712433,0.988130548,0
199021,0.783763242,0.984945289,0.818827445,0.000566989,0.984804677,0
199437,0.794193191,0.989221765,0.859188955,0.000780415,0.991156816,0
199669,0.764470531,0.983814066,0.878028583,0.000814857,0.988324903,0
199788,0.792627094,0.985862533,0.820134052,0.000619026,0.98730073,0
200116,0.773419082,0.987573655,0.799629034,0.00077748,0.995597747,0
200419,0.786650967,0.991432147,0.855190891,0.00072567,0.992543997,0
200662,0.775011104,0.988901702,0.865790956,0.000781199,0.995378275,0
200714,0.711860319,0.985017201,0.884364069,0.000875193,0.992528094,0
201447,0.693150968,0.95726118,0.798102963,0.000698408,0.96884212,0
201491,0.796800791,0.990648646,0.906043046,0.000883819,0.99615722,0
201946,0.818307434,0.99266607,0.864331718,0.000685365,0.995117362,0
202236,0.79706455,0.993139619,0.894686971,0.000795415,0.993970335,0
202280,0.78379101,0.988240582,0.863888756,0.000726699,0.995148059,0
202363,0.687692004,0.991562339,0.870123534,0.000815747,0.992867459,0
202626,0.744018506,0.974899323,0.865254454,0.000755993,0.984528595,0
203101,0.743333455,0.985740564,0.848562812,0.000737964,0.988169698,0
203179,0.815272695,0.985956433,0.851054362,0.000654853,0.984766592,0
203296,0.765018439,0.98941938,0.866984049,0.000822738,0.989653771,0
203536,0.774879315,0.987803872,0.849431759,0.000747481,0.995337369,0
203643,0.774584833,0.987398299,0.865710106,0.000743453,0.992908252,0
203657,0.807355343,0.986160812,0.900380347,0.000916206,0.989992431,0
203677,0.802263292,0.991075903,0.856682945,0.0007003,0.994643196,0
203686,0.790961373,0.988349581,0.862253109,0.00070528,0.994079357,0
203688,0.788071066,0.983866917,0.847293324,0.000659192,0.98585214,0
203793,0.797811619,0.984240978,0.831843996,0.000695292,0.983728017,0
204023,0.802766083,0.985461255,0.886622576,0.000849283,0.989760177,0
204413,0.813279808,0.979308395,0.810416148,0.000564169,0.983229806,0
204635,0.807044459,0.991765778,0.883168083,0.000798729,0.994107731,0
204774,0.811526085,0.979667407,0.850642682,0.000714689,0.992056719,0
205358,0.812147529,0.988205516,0.854613775,0.000734162,0.989459438,0
205476,0.773850951,0.990799676,0.846377604,0.000656092,0.996879998,0
205889,0.786183959,0.986762584,0.817118601,0.000632984,0.991435744,0
206303,0.817592042,0.992538032,0.861804713,0.00069831,0.995978704,0
206702,0.700684746,0.987110854,0.862722218,0.000707537,0.987240511,0
206979,0.607021043,0.967024393,0.807157656,0.000572451,0.976010665,0
207034,0.826879144,0.987291308,0.846020823,0.000701993,0.990050912,0
207561,0.720660382,0.986328515,0.849394514,0.000697799,0.98892604,0
207673,0.733686858,0.985222119,0.847293119,0.000724742,0.98989275,0
208477,0.794270714,0.988980076,0.879312309,0.000785358,0.992524734,0
208502,0.679936996,0.980590606,0.835881873,0.000679502,0.981486506,0
208936,0.791703138,0.985644804,0.854941363,0.000715569,0.989183976,0
210260,0.823341452,0.983944106,0.873576479,0.000770557,0.987669497,0
210910,0.809840497,0.990662195,0.867080107,0.000683629,0.992543731,0
211734,0.801840491,0.989799734,0.843001766,0.000673862,0.990945088,0
212510,0.83981442,0.980927059,0.852643246,0.00070352,0.987034092,0
213012,0.729853078,0.988308001,0.870703437,0.00081965,0.994889039,0
213022,0.737513762,0.976873868,0.782406047,0.000567843,0.978387006,0
213307,0.799933247,0.969656608,0.840623215,0.000726152,0.985414577,0
214138,0.800456041,0.985680026,0.865128802,0.000768582,0.988783004,0
214563,0.737771038,0.9849885,0.865495757,0.000749334,0.992700978,0
215005,0.813150032,0.97776656,0.801476578,0.000592256,0.98385454,0
215107,0.819143184,0.98763998,0.860445332,0.000682639,0.989037425,0
216075,0.811933535,0.992221115,0.869193905,0.000674393,0.99508329,0
217182,0.675989791,0.985524477,0.831615343,0.000621646,0.989404365,0
218077,0.805374903,0.989469051,0.849985781,0.000607075,0.989632886,0
218738,0.703064081,0.978662861,0.838144276,0.000688148,0.990308623,0
218983,0.745626341,0.986027935,0.807653539,0.000601694,0.991029703,0
221203,0.739191312,0.98609588,0.865247222,0.000675575,0.991198918,0
221428,0.805339153,0.983045279,0.846939419,0.000705086,0.99314433,0
222737,0.83655204,0.987677149,0.819646328,0.000590595,0.989485225,0
223035,0.761092115,0.987365476,0.848672533,0.00070679,0.993143807,0
223165,0.751944175,0.987202399,0.839644622,0.000744997,0.991276756,0
224267,0.78005913,0.991752605,0.898884524,0.000853737,0.9922481,0
225335,0.786108999,0.98618764,0.871726031,0.000727145,0.988825931,0
225405,0.785208177,0.985717472,0.878004838,0.00077258,0.992831135,0
226687,0.758383851,0.979209503,0.841572379,0.000605579,0.987538802,0
226806,0.768229731,0.986138769,0.867531735,0.000721398,0.99069027,0
230867,0.741062802,0.989813199,0.880609833,0.000762079,0.993165607,0
231066,0.736700143,0.992112596,0.908404716,0.000873625,0.995934326,0
233751,0.819204525,0.984861635,0.858845917,0.000661467,0.99395408,0
234898,0.799467698,0.985868676,0.844227291,0.000699305,0.994586925,0
237270,0.784114793,0.985868675,0.807399161,0.000589955,0.991160323,0
241322,0.820823129,0.98773325,0.843640852,0.000629676,0.989789613,0
248424,0.807536277,0.989413817,0.878991872,0.000679483,0.99171774,0
251432,0.766776047,0.976719433,0.857210879,0.000676093,0.987234691,0
254616,0.783747345,0.967161866,0.811731958,0.000631246,0.980663006,0
45504,0.737779075,0.98981989,0.908356725,0.001764047,0.998849589,0
45666,0.748377581,0.99114468,0.920029115,0.002199087,0.998356721,0
48373,0.806539282,0.986680537,0.892789726,0.001568909,0.992510513,0
49245,0.777225379,0.9904465,0.914429543,0.00179872,0.998512046,0
49882,0.726021017,0.977273618,0.788689675,0.001094585,0.988740725,0
